cigar	#7D4E38
cinder	#242A2E
cinderella	#FBD7CC
cinnamon	#7B482B
cioccolato	#5D3B2E
citron	#8E9A21
citrus	#9FB70A
clairvoyant	#683B7D
clamshell	#D2B3A9
claret	#6E2233
classicrose	#F4C8DB
claycreek	#897E59
clearday	#DFEFEA
clementine	#C14F3B
clinker	#463623
cloud	#C2BCB1
cloudburst	#353E4F
cloudy	#B0A99F
clover	#47562F
cobalt	#273C5A
cocoabean	#4F3835
cocoabrown	#35281E
coconutcream	#E1DABB
codgrey	#2D3032
coffee	#726751
coffeebean	#362D26
cognac	#9A463D
cola	#3C2F23
coldpurple	#9D8ABF
coldturkey	#CAB5B2
colonialwhite	#E9D7AB
comet	#636373
como	#4C785C
conch	#A0B1AE
concord	#827F79
concrete	#D2D1CD
confetti	#DDCB46
congobrown	#654D49
conifer	#B1DD52
contessa	#C16F68
coppercanyon	#77422C
copperrust	#95524C
coral	#C0B093
coral	#FF7F50
coralcandy	#F5D0C9
coraltree	#AB6E67
corduroy	#404D49
coriander	#BBB58D
cork	#5A4C42
corn	#DFAA28
cornfield	#F8F3C4
cornflower	#FFABA0
cornflowerblue	#6495ED
cornharvest	#8D702A
cornsilk	#FFF8DC
corvette	#E9BA81
cosmic	#794D60
cosmos	#FCD5CF
costadelsol	#625D2A
cottonseed	#BFBAAF
countygreen	#1B4B35
covegrey	#343F5C
cowboy	#443736
crabapple	#87382F
crail	#A65648
cranberry	#B43864
craterbrown	#4D3E3C
creambrulee	#FFE39B
creamcan	#EEC051
cremedebanane	#E0C161
creole	#393227
crete	#77712B
crimson	#DC143C
crocodile	#706950
crownofthorns	#763C33
crowshead	#32312E
cruise	#B4E2D5
crusoe	#165B31
crusta	#F38653
cubantan	#362D26
cumin	#784430
cumulus	#F5F4C1
cupid	#F5B2C5
curiousblue	#3D85B8
cuttysark	#5C8173
cyan	#00FFFF
cyprus	#0F4645
daintree	#273F41
dairycream	#EDD2A4
daisybush	#5B3E90
dallas	#664A2D
danube	#5B89C0
darkblue	#00008B
darkcyan	#008B8B
darkebony	#37312B
darkgoldenrod	#B8860B
darkgray	#A9A9A9
darkgreen	#006400
darkgrey	#A9A9A9
darkkhaki	#BDB76B
darkmagenta	#8B008B
darkoak	#55342B
darkolivegreen	#556B2F
darkorange	#FF8C00
darkorchid	#9932CC
darkred	#8B0000
darkrimu	#704128
darkrum	#45362B
darksalmon	#E9967A
darkseagreen	#8FBC8F
darkslate	#465352
darkslateblue	#483D8B
darkslategray	#2F4F4F
darkslategrey	#2F4F4F
darktan	#612D2D
darkturquoise	#00CED1
darkviolet	#9400D3
dawn	#9F9D91
dawnpink	#E6D6CD
deco	#CCCF82
deepblush	#E36F8A
deepbronze	#51412D
deepcove	#3A4E58
deepfir	#193925
deepkoamaru	#343467
deepoak	#3D322C
deeppink	#FF1493
deepsea	#167E65
deepskyblue	#00BFFF
deepteal	#19443C
dell	#486531
delrio	#B5998E
delta	#999B95
deluge	#8272A4
derby	#F9E4C6
desert	#A15F3B
desertstorm	#EDE7E0
dew	#E7F2E9
deyork	#85CA87
diesel	#322C2B
dimgray	#696969
dimgrey	#696969
dingley	#607C47
disco	#892D4F
diserria	#D4915D
dixie	#CD8431
dodgerblue	#1E90FF
dolly	#F5F171
dolphin	#6A6873
domino	#6C5B4C
donjuan	#5A4F51
donkeybrown	#816E5C
dorado	#6E5F56
doublecolonialwhite	#E4CF99
doublepearllusta	#E9DCBE
doublespanishwhite	#D2C3A3
dovegrey	#777672
downriver	#2A344A
downy	#6FD2BE
driftwood	#8F6F48
drover	#FBEB9B
dune	#514F4A
duststorm	#E5CAC0
dustygrey	#AC9B9B
dutchwhite	#F0DFBB
eagle	#B0AC94
earlsgreen	#B8A722
earlydawn	#FBF2DB
eastbay	#47526E
easternblue	#00879F
eastside	#AA8CBC
ebb	#E6D8D4
ebony	#313337
ebonyclay	#323438
echoblue	#A4AFCD
eclipse	#3F3939
ecruwhite	#D6D1C0
ecstasy	#C96138
eden	#266255
edgewater	#C1D8C5
edward	#97A49A
eggsour	#F9E4C5
eggwhite	#E0C88D
elephant	#243640
elfgreen	#1B8A6B
elm	#297B76
elpaso	#39392C
elsalva	#8F4E45
embers	#8C3F30
eminence	#6E3974
emperor	#50494A
empress	#7C7173
endeavour	#29598B
energyyellow	#F5D752
englishholly	#274234
englishwalnut	#473B2F
envy	#8BA58F
equator	#DAB160
espresso	#4E312D
eternity	#2D2F28
eucalyptus	#329760
eunry	#CDA59C
eveningsea	#26604F
everglade	#264334
fairpink	#F3E5DC
falcon	#6E5A5B
fantasy	#F2E6DD
fedora	#625665
feijoa	#A5D785
fern	#365C34
fernfrond	#575E2E
ferra	#876A68
festival	#EACC4A
feta	#DBE0D0
fieryorange	#B1592F
fijigreen	#636F22
finch	#75785A
finlandia	#61755B
finn	#694554
fiord	#4B5A62
fire	#8F3F2A
firebrick	#B22222
firebush	#E09842
firefly	#314643
flamenco	#EA8645
flamepea	#BE5C48
flamered	#86282E
flamingo	#E1634F
flax	#828562
flint	#716E61
flirt	#7A2E4D
floralwhite	#FFFAF0
foam	#D0EAE8
fog	#D5C7E8
foggygrey	#A7A69D
forestgreen	#228B22
forestgreen	#334231
forgetmenot	#FDEFDB
fountainblue	#65ADB2
frangipani	#FFD7A0
frenchgrey	#BFBDC1
frenchlilac	#DEB7D9
frenchpass	#A4D2E0
friargrey	#86837A
fringyflower	#B4E1BB
froly	#E56D75
frost	#E1E4C5
frostedmint	#E2F2E4
frostee	#DBE5D2
fruitsalad	#4BA351
fuchsia	#7B5CB7
fuchsia	#FF00FF
fuego	#C2D62E
fuelyellow	#D19033
funblue	#335083
fungreen	#15633D
fuscousgrey	#3C3B3C
gablegreen	#2C4641
gainsboro	#DCDCDC
gallery	#DCD7D1
galliano	#D8A723
geebung	#C5832E
genoa	#31796D
geraldine	#E77B75
geyser	#CBD0CF
ghost	#C0BFC7
ghostwhite	#F8F8FF
gigas	#564786
gimblet	#B9AD61
gin	#D9DFCD
ginfizz	#F8EACA
givry	#EBD4AE
glacier	#78B1BF
gladegreen	#5F8151
goben	#786E4C
goblin	#34533D
gold	#FFD700
golddrop	#D56C30
goldenbell	#CA8136
goldendream	#F1CC2B
goldenfizz	#EBDE31
goldenglow	#F9D77E
goldenrod	#DAA520
goldensand	#EACE6A
goldentainoi	#FFC152
goldtips	#E2B227
gondola	#373332
gordonsgreen	#29332B
gorse	#FDE336
gossamer	#399F86
gossip	#9FD385
gothic	#698890
governorbay	#51559B
grainbrown	#CAB8A2
grandis	#FFCD73
granitegreen	#8B8265
grannyapple	#C5E7CD
grannysmith	#7B948C
grape	#413D4B
graphite	#383428
grasshopper	#7A7229
gravel	#4A4B46
gray	#808080
green	#008000
greenhouse	#3E6334
greenkelp	#393D2A
greenleaf	#526B2D
greenmist	#BFC298
greenpea	#266242
greensmoke	#9CA664
greenspring	#A9AF99
greenstone	#246C46
greenvogue	#23414E
greenwaterloo	#2C2D24
greenwhite	#DEDDCB
greenyellow	#ADFF2F
grenadier	#C14D36
grey	#808080
greychateau	#9FA3A7
greygreen	#525636
greynickel	#BDBAAE
greynurse	#D1D3CC
greyolive	#A19A7F
greysuit	#9391A0
guardsmanred	#952E31
gulfblue	#343F5C
gulfstream	#74B2A8
gullgrey	#A4ADB0
gumbo	#718F8A
gumleaf	#ACC9B2
gunmetal	#2C3539
gunpowder	#484753
gunsmoke	#7A7C76
gurkha	#989171
hacienda	#9E8022
hairyheath	#633528
haiti	#2C2A35
halfandhalf	#EDE7C8
halfbaked	#558F93
halfcolonialwhite	#F2E5BF
halfdutchwhite	#FBF0D6
halfpearllusta	#F1EAD7
halfspanishwhite	#E6DBC7
hampton	#E8D4A2
harp	#CBCEC0
harvestgold	#EAB76A
havana	#3B2B2C
havelockblue	#5784C1
hawaiiantan	#99522B
hawkesblue	#D2DAED
heath	#4F2A2C
heather	#AEBBC1
heatheredgrey	#948C7E
heavymetal	#46473E
hemlock	#69684B
hemp	#987D73
hibiscus	#B33654
highball	#928C3C
highland	#7A9461
hillary	#A7A07E
himalaya	#736330
hintofgreen	#DFF1D6
hintofgrey	#DFDDD6
hintofred	#F5EFEB
hintofyellow	#F6F5D7
hippieblue	#49889A
hippiegreen	#608A5A
hippiepink	#AB495C
hitgrey	#A1A9A8
hitpink	#FDA470
hokeypokey	#BB8E34
hoki	#647D86
holly	#25342B
honeydew	#F0FFF0
honeyflower	#5C3C6D
honeysuckle	#E8ED69
hopbush	#CD6D93
horizon	#648894
horsesneck	#6D562C
hotchile	#6B252C
hotcurry	#815B28
hotpink	#FF69B4
hotpurple	#4E2E53
hottoddy	#A7752C
hummingbird	#CEEFE4
huntergreen	#2F3125
hurricane	#8B7E77
husk	#B2994B
iceberg	#CAE1D9
icecold	#AFE3D6
illusion	#EF95AE
indianred	#CD5C5C
indiantan	#4F301F
indigo	#4B0082
indochine	#9C5B34
irishcoffee	#62422B
iroko	#5B5244
iron	#CBCDCD
ironbark	#6D4D2C
ironsidegrey	#706E66
ironstone	#865040
islandspice	#F8EDDB
ivory	#FFFFF0
jacaranda	#362D38
jacarta	#3D325D
jackobean	#413628
jacksonspurple	#3D3F7D
jade	#40726D
jaffa	#E27945
jaggedice	#CAE7E2
jagger	#3F2E4C
jaguar	#29292F
jambalaya	#674834
janna	#DED1B7
japaneselaurel	#2F7532
japanesemaple	#672F30
japonica	#CE7259
jarrah	#3B2B2C
java	#259797
jazz	#5F2C2F
jellybean	#44798E
jetstream	#BBD0C9
jewel	#136843
joanna	#D6D1C0
jon	#463D3E
jonquil	#EEF293
jordyblue	#7AAAE0
judgegrey	#5D5346
jumbo	#878785
junglegreen	#292924
junglemist	#B0C4C4
juniper	#74918E
justright	#DCBFAC
kabul	#6C5E53
kaitokegreen	#245336
kangaroo	#C5C3B0
karaka	#2D2D24
karry	#FEDCC1
kashmirblue	#576D8E
kelp	#4D503C
kenyancopper	#6C322E
keppel	#5FB69C
khaki	#F0E68C
kidnapper	#BFC0AB
kilamanjaro	#3A3532
killarney	#49764F
kimberly	#695D87
kingfisherdaisy	#583580
kobi	#E093AB
kokoda	#7B785A
korma	#804E2C
koromiko	#FEB552
kournikova	#F9D054
kumera	#755B27
lapalma	#428929
larioja	#BAC00E
laser	#C6A95E
laspalmas	#C6DA36
laurel	#6E8D71
lavender	#9F90D0
lavender	#E6E6FA
lavenderblush	#FFF0F5
lawngreen	#7CFC00
leather	#906A54
lemon	#D9B220
lemonchiffon	#FFFACD
lemonginger	#968428
lemongrass	#999A86
licorice	#2E3749
lightblue	#ADD8E6
lightcoral	#F08080
lightcyan	#E0FFFF
lightgoldenrodyellow	#FAFAD2
lightgray	#D3D3D3
lightgreen	#90EE90
lightgrey	#D3D3D3
lightningyellow	#F7A233
lightpink	#FFB6C1
lightsalmon	#FFA07A
lightseagreen	#20B2AA
lightskyblue	#87CEFA
lightslategray	#778899
lightslategrey	#778899
lightsteelblue	#B0C4DE
lightyellow	#FFFFE0
lilacbush	#9470C4
lily	#C19FB3
lilywhite	#E9EEEB
lima	#7AAC21
lime	#00FF00
lime	#B7C52C
limeade	#5F9727
limedash	#676D63
limedgum	#6B5B3D
limedoak	#8C7254
limedspruce	#4E605E
limegreen	#32CD32
limerick	#89AC27
linen	#BAB7A2
linen	#FAF0E6
linkwater	#C7CDD8
lipstick	#962C54
lisbonbrown	#544F3A
lividbrown	#312A29
loafer	#DBD9C2
loblolly	#B3BBB7
lochinvar	#489084
lochmara	#316EA0
locust	#A2A580
logan	#9D9CB4
logcabin	#393E2E
lola	#B9ACBB
londonhue	#AE94AB
lonestar	#522426
lotus	#8B504B
loulou	#4C3347
lucky	#AB9A1C
luckypoint	#292D4F
lunargreen	#4E5541
lusty	#782E2C
luxorgold	#AB8D3F
lynch	#697D89
mabel	#CBE8E8
madang	#B7E3A8
madison	#2D3C54
madras	#473E23
magenta	#FF00FF
magnolia	#EEE8EB
mahogany	#483230
maire	#2A2922
maitai	#A56531
maize	#E3B982
makara	#695F50
mako	#505555
malachitegreen	#97976F
malibu	#66B7E1
mallard	#3A4531
malta	#A59784
mamba	#766D7C
mandalay	#B57B2E
mandy	#CD525B
mandyspink	#F5B799
manhattan	#E2AF80
mantis	#7FC15C
mantle	#96A793
manz	#E4DB55
mardigras	#352235
marigold	#B88A3D
mariner	#42639F
marlin	#362D26
maroon	#800000
maroon	#402327
marshland	#2B2E26
martini	#B7A8A3
martinique	#3C3748
marzipan	#EBC881
masala	#57534B
mash	#5A4C42
matisse	#365C7D
matrix	#8E4D45
matterhorn	#524B4B
maverick	#C8B1C0
mckenzie	#8C6338
mediumaquamarine	#66CDAA
mediumblue	#0000CD
mediumorchid	#BA55D3
mediumpurple	#9370DB
mediumseagreen	#3CB371
mediumslateblue	#7B68EE
mediumspringgreen	#00FA9A
mediumturquoise	#48D1CC
mediumvioletred	#C71585
melanie	#E0B7C2
melanzane	#342931
melrose	#C3B9DD
meranti	#6B342A
mercury	#D5D2D1
merino	#E1DBD0
merlin	#4F4E48
merlot	#73343A
metallicbronze	#554A3C
metalliccopper	#6E3D34
meteor	#BB7431
meteorite	#4A3B6A
mexicanred	#9B3D3D
midgrey	#666A6D
midnight	#21303E
midnightblue	#191970
midnightexpress	#21263A
midnightmoss	#242E28
mikado	#3F3623
milan	#F6F493
milanored	#9E3332
milkpunch	#F3E5C0
milkwhite	#DCD9CD
millbrook	#595648
mimosa	#F5F5CC
mindaro	#DAEA6F
mineralgreen	#506355
mineshaft	#373E41
ming	#407577
minsk	#3E3267
mintcream	#F5FFFA
mintjulep	#E0D8A7
minttulip	#C6EADD
mirage	#373F43
mischka	#A5A9B2
mistgrey	#BAB9A9
mistyrose	#FFE4E1
mobster	#605A67
moccaccino	#582F2B
moccasin	#FFE4B5
mocha	#6F372D
mojo	#97463C
monalisa	#FF9889
monarch	#6B252C
mondo	#554D42
mongoose	#A58B6F
monsoon	#7A7679
montana	#393B3C
montecarlo	#7AC5B4
monza	#86282E
moodyblue	#8378C7
moonglow	#F5F3CE
moonmist	#CECDB8
moonraker	#C0B2D7
moonyellow	#F0C420
morningglory	#9ED1D3
moroccobrown	#442D21
mortar	#565051
mosaic	#293741
mosque	#005F5B
mountainmist	#A09F9C
muddywaters	#A9844F
muesli	#9E7E53
mulberry	#5E2A40
mulefawn	#884F40
mulledwine	#524D5B
mustard	#7C6720
mypink	#D68B80
mysin	#FDAE45
mystic	#D8DDDA
nandor	#4E5D4E
napa	#A39A87
narvik	#E9E6DC
natural	#885931
navajowhite	#FFDEAD
navy	#000080
nebula	#B8C6BE
negroni	#EEC7A2
nepal	#93AAB9
neptune	#77A8AB
nero	#252525
neutralgreen	#AAA583
nevada	#666F6F
newamber	#6D3B24
neworleans	#E4C385
newyorkpink	#DD8374
niagara	#29A98B
nightclub	#6A1F44
nightrider	#332E2E
nightshadz	#A23D54
nileblue	#253F4E
nobel	#A99D9D
nomad	#A19986
nordic	#1D393C
norway	#A4B88F
nugget	#BC9229
nutmeg	#7E4A3B
oasis	#FCEDC5
observatory	#008F70
oceangreen	#4CA973
offgreen	#DFF0E2
offyellow	#FAF3DC
oil	#313330
oiledcedar	#66362D
oldbrick	#8A3335
oldcopper	#73503B
oldlace	#FDF5E6
olive	#808000
olivedrab	#6B8E23
olivegreen	#353F2A
olivehaze	#888064
olivetone	#747028
onahau	#C2E6EC
onion	#48412B
opal	#A8C3BC
opium	#987E7E
oracle	#395555
orange	#FFA500
orangered	#FF4500
orangeroughy	#A85335
orangewhite	#EAE3CD
orchid	#DA70D6
orchidwhite	#F1EBD9
oregon	#B16C39
orient	#255B77
orientalpink	#C28E88
orinoco	#D2D3B3
oslogrey	#818988
ottoman	#D3DBCB
outerspace	#1F263B
oxfordblue	#28353A
oxley	#6D9A78
oysterbay	#D1EAEA
oysterpink	#D4B5B0
paarl	#864B36
pablo	#7A715C
pacifika	#667028
paco	#4F4037
padua	#7EB394
palegoldenrod	#EEE8AA
palegreen	#98FB98
paleleaf	#BDCAA8
paleoyster	#9C8D72
paleprim	#F9F59F
palerose	#EFD6DA
palesky	#636D70
paleslate	#C3BEBB
paleturquoise	#AFEEEE
palevioletred	#DB7093
palmgreen	#20392C
palmleaf	#36482F
pampas	#EAE4DC
panache	#EBF7E4
pancho	#DFB992
panda	#544F3A
papayawhip	#FFEFD5
paprika	#7C2D37
paradiso	#488084
parchment	#D0C8B0
parisdaisy	#FBEB50
parism	#312760
pariswhite	#BFCDC0
parsley	#305D35
patina	#639283
pattensblue	#D3E5EF
paua	#2A2551
pavlova	#BAAB87
peach	#FBE5C2
peachpuff	#FFDAB9
peachschnapps	#C68059
peanut	#7A4434
pearlbush	#DED1C6
pearllusta	#EAE0C8
peasoup	#B9B880
peat	#766D52
pelorous	#2599B2
peppermint	#D7E7D0
perano	#ACB9E8
perfume	#C2A9DB
periglacialblue	#ACB6B2
persianplum	#683332
persianred	#4F212A
persimmon	#EF735E
peru	#CD853F
perutan	#733D1F
pesto	#7A7229
petiteorchid	#DA9790
pewter	#91A092
pharlap	#826663
picasso	#F8EA97
pickledaspen	#5B6452
pickledbean	#73553E
pickledbluewood	#4F5A5F
pictonblue	#5BA0D0
pigeonpost	#77848E
pinecone	#756556
pineglade	#BDC07E
pinetree	#2A2F23
pink	#FFC0CB
pinkflare	#D8B4B6
pinklace	#F6CCD7
pinklady	#F3D7B6
pinkswan	#BFB3B2
piper	#9D5432
pipi	#F5E6C4
pippin	#FCDBD2
pirategold	#BA782A
pistachio	#676927
pixiegreen	#BBCDA5
pizazz	#E57F3D
pizza	#BF8D3C
plantation	#3E594C
planter	#625D2A
plum	#DDA0DD
plum	#381A38
pohutukawa	#651C26
polar	#E5F2E7
poloblue	#8AA7CC
pompadour	#6A1F44
porcelain	#DDDCDB
porsche	#DF9D5B
portafino	#F4F09B
portage	#8B98D8
portgore	#3B436C
portica	#F0D555
potpourri	#EFDCD4
pottersclay	#845C40
powderblue	#929FA2
powderblue	#B0E0E6
prairiesand	#883C32
prelude	#CAB4D4
prim	#E2CDD5
primrose	#E4DE8E
promenade	#F8F6DF
provincialpink	#F6E3DA
prussianblue	#192F41
pueblo	#6E3326
puertorico	#59BAA3
pumice	#BAC0B4
pumpkin	#AB6B35
punch	#A83239
punga	#534931
purple	#800080
putty	#CDAE70
quarterpearllusta	#F2EDDD
quarterspanishwhite	#EBE2D2
quicksand	#C3988B
quillgrey	#CBC9C0
quincy	#6A5445
racinggreen	#232F2C
raffia	#DCC6A0
raincloud	#A39881
rainee	#B3C1B1
rainforest	#667028
rajah	#FCAE60
rangitoto	#3A4133
rangoongreen	#2B2E25
raven	#6F747B
rebel	#453430
red	#FF0000
redbeech	#A1623B
redberry	#701F28
reddamask	#CB6F4A
reddevil	#662A2C
redoxide	#5D1F1E
redrobin	#7D4138
redstage	#AD522E
redwood	#5B342E
reef	#D1EF9F
reefgold	#A98D36
regalblue	#203F58
regentgrey	#798488
regentstblue	#A0CDD9
remy	#F6DEDA
renosand	#B26E33
resolutionblue	#323F75
revolver	#37363F
rhino	#3D4653
ribbon	#71333C
ricecake	#EFECDE
riceflower	#EFF5D1
richgold	#A15226
riogrande	#B7C61A
riptide	#89D9C8
riverbed	#556061
robinseggblue	#9EAA9E
robroy	#DDAD56
rock	#5A4D41
rockblue	#93A2BA
rocksalt	#E6D6B8
rockspray	#9D442D
rodeodust	#C7A384
rollingstone	#6D7876
roman	#D8625B
romance	#F4F0E6
romancoffee	#7D6757
romantic	#FFC69E
ronchi	#EAB852
roofterracotta	#A14743
rope	#8E593C
rose	#D3A194
rosebud	#FEAB9A
rosebudcherry	#8A2D52
roseofsharon	#AC512D
rosewhite	#FBEEE8
rosewood	#8F3E3F
rosybrown	#BC8F8F
roti	#B69642
rouge	#A94064
royalblue	#4169E1
royalheath	#B54B73
rum	#716675
rumswizzle	#F1EDD4
russett	#7D655C
rusticred	#3A181A
rustynail	#8D5F2C
saddle	#5D4E46
saddlebrown	#8B4513
saddlebrown	#50381E
saffron	#DC9F45
sage	#989F7A
sahara	#B79826
sail	#A5CEEC
salem	#177B4D
salmon	#FA8072
salomie	#FFD67B
saltbox	#696268
saltpan	#EEF3E5
sambuca	#3B2E25
sandal	#A3876A
sanddune	#867665
sandrift	#AF937D
sandstone	#786D5F
sandwisp	#DECB81
sandybeach	#FEDBB7
sandybrown	#F4A460
sanfelix	#2C6E31
sangria	#822A32
sanguinebrown	#6C3736
sanjuan	#445761
sanmarino	#4E6C9D
santasgrey	#9998A7
santefe	#A96A50
sapling	#E1D5A6
sapphire	#3F5281
saratoga	#555B2C
sauvignon	#F4EAE4
sazerac	#F5DEC4
scampi	#6F63A0
scandal	#ADD9D1
scarletgum	#4A2D57
scarlett	#7E2530
scarpaflow	#6B6A6C
schist	#87876F
schooner	#8D8478
scooter	#308EA0
scorpion	#6A6466
scotchmist	#EEE7C8
scrub	#3D4031
seabuckthorn	#EF9548
seafog	#DFDDD6
seagreen	#2E8B57
seagreen	#1F6361
seagull	#77B7D0
seamist	#C2D5C4
seance	#69326E
seanymph	#8AAEA4
seapink	#DB817E
seashell	#E3E1E0
seashell	#FFF5EE
seaweed	#37412A
selago	#E6DFE7
sepia	#3A2F2D
serenade	#FCE9D7
shadowgreen	#9AC0B6
shadylady	#9F9B9D
shakespeare	#609AB8
shalimar	#F8F6A8
shark	#34363A
sherpablue	#00494E
sherwoodgreen	#1B4636
shilo	#E6B2A6
shinglefawn	#745937
